ruc	anio	mes	aduana_codigo	aduana_nombre	agente_codigo	agente_nombre	pais_codigo	pais_nombre	fob_usd	fecha_consulta
20129529530	2025	7	118	MARITIMA DEL CALLAO	6180	IJI S.A.C. AGENTES DE ADUANA	BE	BELGIUM	539109.55	2026-09-19T23:27:29.864Z
20129529530	2025	8	118	MARITIMA DEL CALLAO	6180	IJI S.A.C. AGENTES DE ADUANA	BE	BELGIUM	235083.57	2026-09-19T23:27:29.864Z
20129529530	2025	8	118	MARITIMA DEL CALLAO	6982	JS PERU AGENCIA DE ADUANA S.A.C.	DE	GERMANY	443357.08	2026-09-19T23:27:29.864Z
20129529530	2025	8	118	MARITIMA DEL CALLAO	7378	SAN MIGUEL ADUANAS S.A.C.	DE	GERMANY	465185.98	2026-09-19T23:27:29.864Z
20129529530	2025	9	118	MARITIMA DEL CALLAO	7378	SAN MIGUEL ADUANAS S.A.C.	DE	GERMANY	287613.41	2026-09-19T23:27:29.864Z
20129529530	2025	9	118	MARITIMA DEL CALLAO	6180	IJI S.A.C. AGENTES DE ADUANA	BE	BELGIUM	225507.64	2026-09-19T23:27:29.864Z
20129529530	2025	9	118	MARITIMA DEL CALLAO	6982	JS PERU AGENCIA DE ADUANA S.A.C.	DE	GERMANY	271321.79	2026-09-19T23:27:29.864Z
20129529530	2025	10	118	MARITIMA DEL CALLAO	6982	JS PERU AGENCIA DE ADUANA S.A.C.	DE	GERMANY	715788.04	2026-09-19T23:27:29.864Z
20129529530	2025	11	118	MARITIMA DEL CALLAO	6982	JS PERU AGENCIA DE ADUANA S.A.C.	DE	GERMANY	369493.92	2026-09-19T23:27:29.864Z
20129529530	2025	11	118	MARITIMA DEL CALLAO	6982	JS PERU AGENCIA DE ADUANA S.A.C.	US	UNITED STATES	159800.97	2026-09-19T23:27:29.864Z
20129529530	2025	11	118	MARITIMA DEL CALLAO	7378	SAN MIGUEL ADUANAS S.A.C.	DE	GERMANY	653231.85	2026-09-19T23:27:29.864Z
20129529530	2025	12	118	MARITIMA DEL CALLAO	6982	JS PERU AGENCIA DE ADUANA S.A.C.	DE	GERMANY	163832.12	2026-09-19T23:27:29.864Z
20129529530	2026	2	118	MARITIMA DEL CALLAO	6180	IJI S.A.C. AGENTES DE ADUANA	BE	BELGIUM	153669.88	2026-09-19T23:27:29.864Z
20129529530	2026	4	118	MARITIMA DEL CALLAO	6180	IJI S.A.C. AGENTES DE ADUANA	NL	NETHERLANDS	107489.98	2026-09-19T23:27:29.864Z
20132509795	2025	8	118	MARITIMA DEL CALLAO	5901	GRUPO PML S.A.C AGENTES DE ADUANAS	GB	UNITED KINGDOM	121314.87	2026-09-19T23:27:29.864Z
20132509795	2025	8	118	MARITIMA DEL CALLAO	4795	A. HARTRODT ADUANAS S.A.C.	NL	NETHERLANDS	127778.61	2026-09-19T23:27:29.864Z
20132509795	2025	11	118	MARITIMA DEL CALLAO	5901	GRUPO PML S.A.C AGENTES DE ADUANAS	DE	GERMANY	376336.35	2026-09-19T23:27:29.864Z
20132509795	2025	12	118	MARITIMA DEL CALLAO	5901	GRUPO PML S.A.C AGENTES DE ADUANAS	DE	GERMANY	217308.81	2026-09-19T23:27:29.864Z
20132509795	2025	12	118	MARITIMA DEL CALLAO	5901	GRUPO PML S.A.C AGENTES DE ADUANAS	TR	TURKEY	196360.77	2026-09-19T23:27:29.864Z
20132509876	2025	11	118	MARITIMA DEL CALLAO	6982	JS PERU AGENCIA DE ADUANA S.A.C.	JP	JAPAN	406699.75	2026-09-19T23:27:29.864Z
20132509876	2026	1	118	MARITIMA DEL CALLAO	6982	JS PERU AGENCIA DE ADUANA S.A.C.	JP	JAPAN	610049.62	2026-09-19T23:27:29.864Z
